"#","Date Time, GMT-08:00","Abs Pres, kPa","Temp, °C","Water Level, meters","Coupler Detached","Coupler Attached","Host Connected","End Of File"
3052,04/10/17 10:45:00,110.248,14.230,0.992,,,,
3053,04/10/17 11:00:00,110.260,14.325,0.993,,,,
3054,04/10/17 11:15:00,110.209,14.325,0.988,,,,
3055,04/10/17 11:30:00,110.198,14.325,0.987,,,,
3056,04/10/17 11:45:00,110.167,14.325,0.983,,,,
3057,04/10/17 12:00:00,110.167,14.325,0.983,,,,
3058,04/10/17 12:15:00,110.136,14.325,0.980,,,,
3059,04/10/17 12:30:00,110.188,14.325,0.986,,,,
3060,04/10/17 12:45:00,110.077,14.421,0.974,,,,
3061,04/10/17 13:00:00,110.068,14.517,0.974,,,,
3062,04/10/17 13:15:00,110.050,14.613,0.972,,,,
3063,04/10/17 13:30:00,110.031,14.709,0.970,,,,
3064,04/10/17 13:45:00,110.013,14.804,0.969,,,,
3065,04/10/17 14:00:00,109.973,14.900,0.965,,,,
3066,04/10/17 14:15:00,109.945,14.996,0.962,,,,
3067,04/10/17 14:30:00,109.926,15.091,0.960,,,,
3068,04/10/17 14:45:00,109.907,15.187,0.958,,,,
3069,04/10/17 15:00:00,109.879,15.282,0.956,,,,
3070,04/10/17 15:15:00,109.870,15.378,0.955,,,,
3071,04/10/17 15:30:00,109.846,15.664,0.953,,,,
3072,04/10/17 15:45:00,109.829,15.855,0.952,,,,
3073,04/10/17 16:00:00,109.827,15.760,0.951,,,,
3074,04/10/17 16:15:00,109.804,15.664,0.949,,,,
3075,04/10/17 16:30:00,109.804,15.664,0.949,,,,
3076,04/10/17 16:45:00,109.794,15.664,0.948,,,,
3077,04/10/17 17:00:00,109.778,15.855,0.947,,,,
3078,04/10/17 17:15:00,109.800,15.951,0.949,,,,
3079,04/10/17 17:30:00,109.790,15.951,0.948,,,,
3080,04/10/17 17:45:00,109.788,15.855,0.948,,,,
3081,04/10/17 18:00:00,109.767,15.855,0.945,,,,
3082,04/10/17 18:15:00,109.747,15.855,0.943,,,,
3083,04/10/17 18:30:00,109.757,15.855,0.944,,,,
3084,04/10/17 18:45:00,109.778,15.855,0.947,,,,
3085,04/10/17 19:00:00,109.778,15.855,0.947,,,,
3086,04/10/17 19:15:00,109.780,15.951,0.947,,,,
3087,04/10/17 19:30:00,109.790,15.951,0.948,,,,
3088,04/10/17 19:45:00,109.780,15.951,0.947,,,,
3089,04/10/17 20:00:00,109.780,15.951,0.947,,,,
3090,04/10/17 20:15:00,109.790,15.951,0.948,,,,
3091,04/10/17 20:30:00,109.800,15.951,0.949,,,,
3092,04/10/17 20:45:00,109.811,15.951,0.950,,,,
3093,04/10/17 21:00:00,109.811,15.951,0.950,,,,
3094,04/10/17 21:15:00,109.778,15.855,0.947,,,,
3095,04/10/17 21:30:00,109.767,15.855,0.945,,,,
3096,04/10/17 21:45:00,109.745,15.760,0.943,,,,
3097,04/10/17 22:00:00,109.724,15.760,0.941,,,,
3098,04/10/17 22:15:00,109.714,15.760,0.940,,,,
3099,04/10/17 22:30:00,109.714,15.760,0.940,,,,
3100,04/10/17 22:45:00,109.693,15.760,0.938,,,,
3101,04/10/17 23:00:00,109.691,15.664,0.937,,,,
3102,04/10/17 23:15:00,109.691,15.664,0.937,,,,
3103,04/10/17 23:30:00,109.701,15.664,0.938,,,,
3104,04/10/17 23:45:00,109.711,15.664,0.939,,,,
3105,04/11/17 00:00:00,109.660,15.664,0.934,,,,
3106,04/11/17 00:15:00,109.660,15.664,0.934,,,,
3107,04/11/17 00:30:00,109.650,15.664,0.933,,,,
3108,04/11/17 00:45:00,109.629,15.664,0.931,,,,
3109,04/11/17 01:00:00,109.621,15.760,0.930,,,,
3110,04/11/17 01:15:00,109.610,15.760,0.929,,,,
3111,04/11/17 01:30:00,109.621,15.760,0.930,,,,
3112,04/11/17 01:45:00,109.588,15.664,0.927,,,,
3113,04/11/17 02:00:00,109.577,15.664,0.926,,,,
3114,04/11/17 02:15:00,109.577,15.664,0.926,,,,
3115,04/11/17 02:30:00,109.577,15.664,0.926,,,,
3116,04/11/17 02:45:00,109.546,15.664,0.923,,,,
3117,04/11/17 03:00:00,109.536,15.664,0.921,,,,
3118,04/11/17 03:15:00,109.526,15.664,0.920,,,,
3119,04/11/17 03:30:00,109.515,15.664,0.919,,,,
3120,04/11/17 03:45:00,109.513,15.569,0.919,,,,
3121,04/11/17 04:00:00,109.524,15.569,0.920,,,,
3122,04/11/17 04:15:00,109.534,15.569,0.921,,,,
3123,04/11/17 04:30:00,109.524,15.569,0.920,,,,
3124,04/11/17 04:45:00,109.503,15.569,0.918,,,,
3125,04/11/17 05:00:00,109.503,15.569,0.918,,,,
3126,04/11/17 05:15:00,109.534,15.569,0.921,,,,
3127,04/11/17 05:30:00,109.513,15.569,0.919,,,,
3128,04/11/17 05:45:00,109.501,15.473,0.918,,,,
3129,04/11/17 06:00:00,109.563,15.473,0.924,,,,
3130,04/11/17 06:15:00,109.584,15.473,0.926,,,,
3131,04/11/17 06:30:00,109.604,15.473,0.928,,,,
3132,04/11/17 06:45:00,109.604,15.473,0.928,,,,
3133,04/11/17 07:00:00,109.635,15.473,0.931,,,,
3134,04/11/17 07:15:00,109.697,15.473,0.938,,,,
3135,04/11/17 07:30:00,109.635,15.473,0.931,,,,
3136,04/11/17 07:45:00,109.666,15.473,0.934,,,,
3137,04/11/17 08:00:00,109.685,15.378,0.936,,,,
3138,04/11/17 08:15:00,109.705,15.378,0.938,,,,
3139,04/11/17 08:30:00,109.716,15.378,0.939,,,,
3140,04/11/17 08:45:00,109.695,15.378,0.937,,,,
3141,04/11/17 09:00:00,109.726,15.378,0.940,,,,
3142,04/11/17 09:15:00,109.736,15.378,0.941,,,,
3143,04/11/17 09:30:00,109.747,15.378,0.942,,,,
3144,04/11/17 09:45:00,109.767,15.378,0.945,,,,
3145,04/11/17 10:00:00,109.747,15.378,0.942,,,,
3146,04/11/17 10:15:00,109.736,15.378,0.941,,,,
3147,04/11/17 10:30:00,109.749,15.473,0.943,,,,
3148,04/11/17 10:45:00,109.728,15.473,0.941,,,,
3149,04/11/17 11:00:00,109.697,15.473,0.938,,,,
3150,04/11/17 11:15:00,109.676,15.473,0.935,,,,
3151,04/11/17 11:30:00,109.676,15.473,0.935,,,,
3152,04/11/17 11:45:00,109.668,15.569,0.935,,,,
3153,04/11/17 12:00:00,109.648,15.569,0.933,,,,
3154,04/11/17 12:15:00,109.650,15.664,0.933,,,,
3155,04/11/17 12:30:00,109.619,15.664,0.930,,,,
3156,04/11/17 12:45:00,109.629,15.664,0.931,,,,
3157,04/11/17 13:00:00,109.610,15.760,0.929,,,,
3158,04/11/17 13:15:00,109.590,15.760,0.927,,,,
3159,04/11/17 13:30:00,109.569,15.760,0.925,,,,
3160,04/11/17 13:45:00,109.559,15.760,0.924,,,,
3161,04/11/17 14:00:00,109.561,15.855,0.924,,,,
3162,04/11/17 14:15:00,109.551,15.855,0.923,,,,
3163,04/11/17 14:30:00,109.534,16.046,0.922,,,,
3164,04/11/17 14:45:00,109.518,16.237,0.921,,,,
3165,04/11/17 15:00:00,109.507,16.237,0.920,,,,
3166,04/11/17 15:15:00,109.499,16.332,0.919,,,,
3167,04/11/17 15:30:00,109.499,16.332,0.919,,,,
3168,04/11/17 15:45:00,109.501,16.427,0.919,,,,
3169,04/11/17 16:00:00,109.511,16.427,0.920,,,,
3170,04/11/17 16:15:00,109.501,16.427,0.919,,,,
3171,04/11/17 16:30:00,109.483,16.523,0.918,,,,
3172,04/11/17 16:45:00,109.493,16.523,0.919,,,,
3173,04/11/17 17:00:00,109.493,16.523,0.919,,,,
3174,04/11/17 17:15:00,109.493,16.523,0.919,,,,
3175,04/11/17 17:30:00,109.483,16.523,0.918,,,,
3176,04/11/17 17:45:00,109.462,16.523,0.916,,,,
3177,04/11/17 18:00:00,109.462,16.523,0.916,,,,
3178,04/11/17 18:15:00,109.472,16.523,0.917,,,,
3179,04/11/17 18:30:00,109.483,16.523,0.918,,,,
3180,04/11/17 18:45:00,109.462,16.523,0.916,,,,
3181,04/11/17 19:00:00,109.452,16.523,0.915,,,,
3182,04/11/17 19:15:00,109.460,16.427,0.915,,,,
3183,04/11/17 19:30:00,109.470,16.427,0.916,,,,
3184,04/11/17 19:45:00,109.501,16.427,0.919,,,,
3185,04/11/17 20:00:00,109.522,16.427,0.922,,,,
3186,04/11/17 20:15:00,109.542,16.427,0.924,,,,
3187,04/11/17 20:30:00,109.563,16.427,0.926,,,,
3188,04/11/17 20:45:00,109.573,16.427,0.927,,,,
3189,04/11/17 21:00:00,109.563,15.951,0.925,,,,
3190,04/11/17 21:15:00,109.546,15.664,0.923,,,,
3191,04/11/17 21:30:00,109.534,15.569,0.921,,,,
3192,04/11/17 21:45:00,109.565,15.569,0.924,,,,
3193,04/11/17 22:00:00,109.586,15.569,0.926,,,,
3194,04/11/17 22:15:00,109.596,15.569,0.927,,,,
3195,04/11/17 22:30:00,109.586,15.569,0.926,,,,
3196,04/11/17 22:45:00,109.596,15.569,0.927,,,,
3197,04/11/17 23:00:00,109.575,15.569,0.925,,,,
3198,04/11/17 23:15:00,109.598,15.664,0.928,,,,
3199,04/11/17 23:30:00,109.598,15.664,0.928,,,,
3200,04/11/17 23:45:00,109.608,15.664,0.929,,,,
3201,04/12/17 00:00:00,109.577,15.664,0.926,,,,
3202,04/12/17 00:15:00,109.577,15.664,0.926,,,,
3203,04/12/17 00:30:00,109.569,15.760,0.925,,,,
3204,04/12/17 00:45:00,109.528,15.760,0.921,,,,
3205,04/12/17 01:00:00,109.528,15.760,0.921,,,,
3206,04/12/17 01:15:00,109.548,15.760,0.923,,,,
3207,04/12/17 01:30:00,109.548,15.760,0.923,,,,
3208,04/12/17 01:45:00,109.518,15.760,0.920,,,,
3209,04/12/17 02:00:00,109.507,15.760,0.919,,,,
3210,04/12/17 02:15:00,109.497,15.760,0.918,,,,
3211,04/12/17 02:30:00,109.497,15.760,0.918,,,,
3212,04/12/17 02:45:00,109.476,15.760,0.916,,,,
3213,04/12/17 03:00:00,109.476,15.760,0.916,,,,
3214,04/12/17 03:15:00,109.476,15.760,0.916,,,,
3215,04/12/17 03:30:00,109.456,15.760,0.914,,,,
3216,04/12/17 03:45:00,109.445,15.760,0.912,,,,
3217,04/12/17 04:00:00,109.456,15.760,0.914,,,,
3218,04/12/17 04:15:00,109.456,15.760,0.914,,,,
3219,04/12/17 04:30:00,109.445,15.760,0.912,,,,
3220,04/12/17 04:45:00,109.414,15.760,0.909,,,,
3221,04/12/17 05:00:00,109.425,15.760,0.910,,,,
3222,04/12/17 05:15:00,109.425,15.760,0.910,,,,
3223,04/12/17 05:30:00,109.425,15.760,0.910,,,,
3224,04/12/17 05:45:00,109.445,15.760,0.912,,,,
3225,04/12/17 06:00:00,109.445,15.760,0.912,,,,
3226,04/12/17 06:15:00,109.445,15.760,0.912,,,,
3227,04/12/17 06:30:00,109.466,15.760,0.915,,,,
3228,04/12/17 06:45:00,109.487,15.760,0.917,,,,
3229,04/12/17 07:00:00,109.487,15.760,0.917,,,,
3230,04/12/17 07:15:00,109.507,15.760,0.919,,,,
3231,04/12/17 07:30:00,109.518,15.760,0.920,,,,
3232,04/12/17 07:45:00,109.528,15.760,0.921,,,,
3233,04/12/17 08:00:00,109.528,15.760,0.921,,,,
3234,04/12/17 08:15:00,109.518,15.760,0.920,,,,
3235,04/12/17 08:30:00,109.528,15.760,0.921,,,,
3236,04/12/17 08:45:00,109.538,15.760,0.922,,,,
3237,04/12/17 09:00:00,109.518,15.760,0.920,,,,
3238,04/12/17 09:15:00,109.528,15.760,0.921,,,,
3239,04/12/17 09:30:00,109.507,15.760,0.919,,,,
3240,04/12/17 09:45:00,109.509,15.855,0.919,,,,
3241,04/12/17 10:00:00,109.489,15.855,0.917,,,,
3242,04/12/17 10:15:00,109.499,15.855,0.918,,,,
3243,04/12/17 10:30:00,109.460,15.951,0.914,,,,
3244,04/12/17 10:45:00,109.452,16.046,0.914,,,,
3245,04/12/17 11:00:00,109.410,16.046,0.909,,,,
3246,04/12/17 11:15:00,109.392,16.141,0.908,,,,
3247,04/12/17 11:30:00,109.394,16.237,0.908,,,,
3248,04/12/17 11:45:00,109.396,16.332,0.908,,,,
3249,04/12/17 12:00:00,109.386,16.332,0.907,,,,
3250,04/12/17 12:15:00,109.346,16.427,0.904,,,,
3251,04/12/17 12:30:00,109.338,16.523,0.903,,,,
3252,04/12/17 12:45:00,109.318,16.523,0.901,,,,
3253,04/12/17 13:00:00,109.291,16.713,0.899,,,,
3254,04/12/17 13:15:00,109.303,16.808,0.900,,,,
3255,04/12/17 13:30:00,109.305,16.903,0.900,,,,
3256,04/12/17 13:45:00,109.264,16.903,0.896,,,,
3257,04/12/17 14:00:00,109.276,16.999,0.898,,,,
3258,04/12/17 14:15:00,109.247,17.094,0.895,,,,
3259,04/12/17 14:30:00,109.208,17.189,0.891,,,,
3260,04/12/17 14:45:00,109.177,17.189,0.888,,,,
3261,04/12/17 15:00:00,109.167,17.189,0.887,,,,
3262,04/12/17 15:15:00,109.190,17.284,0.889,,,,
3263,04/12/17 15:30:00,109.177,17.189,0.888,,,,
3264,04/12/17 15:45:00,109.173,16.999,0.887,,,,
3265,04/12/17 16:00:00,109.153,16.999,0.885,,,,
3266,04/12/17 16:15:00,109.142,16.999,0.884,,,,
3267,04/12/17 16:30:00,109.161,16.903,0.886,,,,
3268,04/12/17 16:45:00,109.150,16.903,0.885,,,,
3269,04/12/17 17:00:00,109.140,16.903,0.884,,,,
3270,04/12/17 17:15:00,109.128,16.808,0.882,,,,
3271,04/12/17 17:30:00,109.117,16.808,0.881,,,,
3272,04/12/17 17:45:00,109.138,16.808,0.883,,,,
3273,04/12/17 18:00:00,109.159,16.808,0.885,,,,
3274,04/12/17 18:15:00,109.159,16.808,0.885,,,,
3275,04/12/17 18:30:00,109.159,16.808,0.885,,,,
3276,04/12/17 18:45:00,109.179,16.808,0.887,,,,
3277,04/12/17 19:00:00,109.221,16.808,0.892,,,,
3278,04/12/17 19:15:00,109.252,16.808,0.895,,,,
3279,04/12/17 19:30:00,109.282,16.808,0.898,,,,
3280,04/12/17 19:45:00,109.316,16.903,0.901,,,,
3281,04/12/17 20:00:00,109.316,16.903,0.901,,,,
3282,04/12/17 20:15:00,109.357,16.903,0.906,,,,
3283,04/12/17 20:30:00,109.357,16.903,0.906,,,,
3284,04/12/17 20:45:00,109.357,16.903,0.906,,,,
3285,04/12/17 21:00:00,109.367,16.903,0.907,,,,
3286,04/12/17 21:15:00,109.388,16.903,0.909,,,,
3287,04/12/17 21:30:00,109.388,16.903,0.909,,,,
3288,04/12/17 21:45:00,109.367,16.903,0.907,,,,
3289,04/12/17 22:00:00,109.375,16.808,0.907,,,,
3290,04/12/17 22:15:00,109.375,16.808,0.907,,,,
3291,04/12/17 22:30:00,109.365,16.808,0.906,,,,
3292,04/12/17 22:45:00,109.355,16.808,0.905,,,,
3293,04/12/17 23:00:00,109.357,16.903,0.906,,,,
3294,04/12/17 23:15:00,109.357,16.903,0.906,,,,
3295,04/12/17 23:30:00,109.336,16.903,0.904,,,,
3296,04/12/17 23:45:00,109.346,16.903,0.905,,,,
3297,04/13/17 00:00:00,109.359,16.999,0.906,,,,
3298,04/13/17 00:15:00,109.369,16.999,0.907,,,,
3299,04/13/17 00:30:00,109.349,16.999,0.905,,,,
3300,04/13/17 00:45:00,109.338,16.999,0.904,,,,
3301,04/13/17 01:00:00,109.297,16.999,0.900,,,,
3302,04/13/17 01:15:00,109.266,16.999,0.897,,,,
3303,04/13/17 01:30:00,109.256,16.999,0.896,,,,
3304,04/13/17 01:45:00,109.245,16.999,0.894,,,,
3305,04/13/17 02:00:00,109.235,16.999,0.893,,,,
3306,04/13/17 02:15:00,109.225,16.999,0.892,,,,
3307,04/13/17 02:30:00,109.214,16.999,0.891,,,,
3308,04/13/17 02:45:00,109.214,16.999,0.891,,,,
3309,04/13/17 03:00:00,109.202,16.903,0.890,,,,
3310,04/13/17 03:15:00,109.274,16.903,0.897,,,,
3311,04/13/17 03:30:00,109.274,16.903,0.897,,,,
3312,04/13/17 03:45:00,109.295,16.903,0.899,,,,
3313,04/13/17 04:00:00,109.305,16.903,0.900,,,,
3314,04/13/17 04:15:00,109.285,16.903,0.898,,,,
3315,04/13/17 04:30:00,109.316,16.903,0.901,,,,
3316,04/13/17 04:45:00,109.326,16.903,0.903,,,,
3317,04/13/17 05:00:00,109.326,16.903,0.903,,,,
3318,04/13/17 05:15:00,109.336,16.903,0.904,,,,
3319,04/13/17 05:30:00,109.334,16.808,0.903,,,,
3320,04/13/17 05:45:00,109.365,16.808,0.906,,,,
3321,04/13/17 06:00:00,109.396,16.808,0.909,,,,
3322,04/13/17 06:15:00,109.384,16.713,0.908,,,,
3323,04/13/17 06:30:00,109.404,16.713,0.910,,,,
3324,04/13/17 06:45:00,109.435,16.713,0.913,,,,
3325,04/13/17 07:00:00,109.435,16.713,0.913,,,,
3326,04/13/17 07:15:00,109.454,16.618,0.915,,,,
3327,04/13/17 07:30:00,109.516,16.618,0.921,,,,
3328,04/13/17 07:45:00,109.536,16.618,0.923,,,,
3329,04/13/17 08:00:00,109.536,16.618,0.923,,,,
3330,04/13/17 08:15:00,109.495,16.618,0.919,,,,
3331,04/13/17 08:30:00,109.526,16.618,0.922,,,,
3332,04/13/17 08:45:00,109.567,16.618,0.927,,,,
3333,04/13/17 09:00:00,109.578,16.618,0.928,,,,
3334,04/13/17 09:15:00,109.598,16.618,0.930,,,,
3335,04/13/17 09:30:00,109.619,16.618,0.932,,,,
3336,04/13/17 09:45:00,109.609,16.618,0.931,,,,
3337,04/13/17 10:00:00,109.598,16.618,0.930,,,,
3338,04/13/17 10:15:00,109.621,16.713,0.932,,,,
3339,04/13/17 10:30:00,109.631,16.713,0.933,,,,
3340,04/13/17 10:45:00,109.642,16.713,0.934,,,,
3341,04/13/17 11:00:00,109.631,16.713,0.933,,,,
3342,04/13/17 11:15:00,109.633,16.808,0.934,,,,
3343,04/13/17 11:30:00,109.664,16.808,0.937,,,,
3344,04/13/17 11:45:00,109.652,16.713,0.935,,,,
3345,04/13/17 12:00:00,109.662,16.713,0.936,,,,
3346,04/13/17 12:15:00,109.639,16.618,0.934,,,,
3347,04/13/17 12:30:00,109.639,16.618,0.934,,,,
3348,04/13/17 12:45:00,109.639,16.618,0.934,,,,
3349,04/13/17 13:00:00,109.619,16.618,0.932,,,,
3350,04/13/17 13:15:00,109.639,16.618,0.934,,,,
3351,04/13/17 13:30:00,109.639,16.618,0.934,,,,
3352,04/13/17 13:45:00,109.639,16.618,0.934,,,,
3353,04/13/17 14:00:00,109.621,16.713,0.932,,,,
3354,04/13/17 14:15:00,109.592,16.808,0.929,,,,
3355,04/13/17 14:30:00,109.582,16.808,0.928,,,,
3356,04/13/17 14:45:00,109.625,16.903,0.933,,,,
3357,04/13/17 15:00:00,109.635,16.903,0.934,,,,
3358,04/13/17 15:15:00,109.640,17.094,0.935,,,,
3359,04/13/17 15:30:00,109.652,17.189,0.936,,,,
3360,04/13/17 15:45:00,109.654,17.284,0.937,,,,
3361,04/13/17 16:00:00,109.644,17.284,0.936,,,,
3362,04/13/17 16:15:00,109.667,17.379,0.938,,,,
3363,04/13/17 16:30:00,109.656,17.379,0.937,,,,
3364,04/13/17 16:45:00,109.687,17.379,0.940,,,,
3365,04/13/17 17:00:00,109.687,17.379,0.940,,,,
3366,04/13/17 17:15:00,109.718,17.379,0.944,,,,
3367,04/13/17 17:30:00,109.708,17.379,0.943,,,,
3368,04/13/17 17:45:00,109.706,17.284,0.942,,,,
3369,04/13/17 18:00:00,109.737,17.284,0.945,,,,
3370,04/13/17 18:15:00,109.737,17.284,0.945,,,,
3371,04/13/17 18:30:00,109.747,17.284,0.946,,,,
3372,04/13/17 18:45:00,109.788,17.284,0.950,,,,
3373,04/13/17 19:00:00,109.799,17.284,0.952,,,,
3374,04/13/17 19:15:00,109.848,17.189,0.956,,,,
3375,04/13/17 19:30:00,109.879,17.189,0.960,,,,
3376,04/13/17 19:45:00,109.923,17.284,0.964,,,,
3377,04/13/17 20:00:00,109.923,17.284,0.964,,,,
3378,04/13/17 20:15:00,109.954,17.284,0.967,,,,
3379,04/13/17 20:30:00,109.970,17.094,0.969,,,,
3380,04/13/17 20:45:00,109.989,16.999,0.970,,,,
3381,04/13/17 21:00:00,109.989,16.999,0.970,,,,
3382,04/13/17 21:15:00,109.989,16.999,0.970,,,,
3383,04/13/17 21:30:00,109.999,16.999,0.971,,,,
3384,04/13/17 21:45:00,109.986,16.903,0.970,,,,
3385,04/13/17 22:00:00,109.995,16.808,0.971,,,,
3386,04/13/17 22:15:00,109.984,16.808,0.970,,,,
3387,04/13/17 22:30:00,110.005,16.808,0.972,,,,
3388,04/13/17 22:45:00,109.993,16.713,0.970,,,,
3389,04/13/17 23:00:00,110.019,16.523,0.972,,,,
3390,04/13/17 23:15:00,110.009,16.523,0.971,,,,
3391,04/13/17 23:30:00,110.019,16.523,0.972,,,,
3392,04/13/17 23:45:00,110.017,16.427,0.972,,,,
3393,04/14/17 00:00:00,110.007,16.427,0.971,,,,
3394,04/14/17 00:15:00,110.017,16.427,0.972,,,,
3395,04/14/17 00:30:00,110.017,16.427,0.972,,,,
3396,04/14/17 00:45:00,110.015,16.332,0.972,,,,
3397,04/14/17 01:00:00,109.992,16.237,0.969,,,,
3398,04/14/17 01:15:00,109.980,16.141,0.968,,,,
3399,04/14/17 01:30:00,109.980,16.141,0.968,,,,
3400,04/14/17 01:45:00,109.980,16.141,0.968,,,,
3401,04/14/17 02:00:00,109.957,16.046,0.965,,,,
3402,04/14/17 02:15:00,109.967,16.046,0.966,,,,
3403,04/14/17 02:30:00,109.967,16.046,0.966,,,,
3404,04/14/17 02:45:00,109.965,15.951,0.966,,,,
3405,04/14/17 03:00:00,109.965,15.951,0.966,,,,
3406,04/14/17 03:15:00,109.955,15.951,0.965,,,,
3407,04/14/17 03:30:00,109.943,15.855,0.963,,,,
3408,04/14/17 03:45:00,109.943,15.855,0.963,,,,
3409,04/14/17 04:00:00,109.932,15.855,0.962,,,,
3410,04/14/17 04:15:00,109.912,15.855,0.960,,,,
3411,04/14/17 04:30:00,109.918,15.664,0.960,,,,
3412,04/14/17 04:45:00,109.916,15.569,0.960,,,,
3413,04/14/17 05:00:00,109.916,15.569,0.960,,,,
3414,04/14/17 05:15:00,109.936,15.569,0.962,,,,
3415,04/14/17 05:30:00,109.934,15.473,0.962,,,,
3416,04/14/17 05:45:00,109.934,15.473,0.962,,,,
3417,04/14/17 06:00:00,109.953,15.378,0.964,,,,
3418,04/14/17 06:15:00,109.943,15.378,0.963,,,,
3419,04/14/17 06:30:00,109.945,15.473,0.963,,,,
3420,04/14/17 06:45:00,109.924,15.473,0.961,,,,
3421,04/14/17 07:00:00,109.918,15.187,0.960,,,,
3422,04/14/17 07:15:00,109.940,15.282,0.962,,,,
3423,04/14/17 07:30:00,109.940,15.282,0.962,,,,
3424,04/14/17 07:45:00,109.940,15.282,0.962,,,,
3425,04/14/17 08:00:00,109.951,15.282,0.963,,,,
3426,04/14/17 08:15:00,109.951,15.282,0.963,,,,
3427,04/14/17 08:30:00,109.961,15.282,0.964,,,,
3428,04/14/17 08:45:00,109.982,15.282,0.966,,,,
3429,04/14/17 09:00:00,110.002,15.282,0.968,,,,
3430,04/14/17 09:15:00,110.023,15.282,0.970,,,,
3431,04/14/17 09:30:00,109.982,15.282,0.966,,,,
3432,04/14/17 09:45:00,109.994,15.378,0.968,,,,
3433,04/14/17 10:00:00,110.007,15.473,0.969,,,,
3434,04/14/17 10:15:00,109.996,15.473,0.968,,,,
3435,04/14/17 10:30:00,109.978,15.569,0.966,,,,
3436,04/14/17 10:45:00,109.969,15.664,0.966,,,,
3437,04/14/17 11:00:00,109.951,15.760,0.964,,,,
3438,04/14/17 11:15:00,109.951,15.760,0.964,,,,
3439,04/14/17 11:30:00,109.932,15.855,0.962,,,,
3440,04/14/17 11:45:00,109.914,15.951,0.961,,,,
3441,04/14/17 12:00:00,109.914,15.951,0.961,,,,
3442,04/14/17 12:15:00,109.916,16.046,0.961,,,,
3443,04/14/17 12:30:00,109.895,16.046,0.959,,,,
3444,04/14/17 12:45:00,109.887,16.141,0.958,,,,
3445,04/14/17 13:00:00,109.868,16.237,0.957,,,,
3446,04/14/17 13:15:00,109.860,16.332,0.956,,,,
3447,04/14/17 13:30:00,109.871,16.332,0.957,,,,
3448,04/14/17 13:45:00,109.862,16.427,0.956,,,,
3449,04/14/17 14:00:00,109.864,16.523,0.957,,,,
3450,04/14/17 14:15:00,109.833,16.523,0.954,,,,
3451,04/14/17 14:30:00,109.836,16.618,0.954,,,,
3452,04/14/17 14:45:00,109.815,16.618,0.952,,,,
3453,04/14/17 15:00:00,109.794,16.618,0.950,,,,
3454,04/14/17 15:15:00,109.774,16.618,0.948,,,,
3455,04/14/17 15:30:00,109.743,16.618,0.945,,,,
3456,04/14/17 15:45:00,109.753,16.618,0.946,,,,
3457,04/14/17 16:00:00,109.747,16.808,0.945,,,,
3458,04/14/17 16:15:00,109.757,16.808,0.946,,,,
3459,04/14/17 16:30:00,109.724,16.713,0.943,,,,
3460,04/14/17 16:45:00,109.734,16.713,0.944,,,,
3461,04/14/17 17:00:00,109.712,16.618,0.941,,,,
3462,04/14/17 17:15:00,109.712,16.618,0.941,,,,
3463,04/14/17 17:30:00,109.701,16.618,0.940,,,,
3464,04/14/17 17:45:00,109.699,16.523,0.940,,,,
3465,04/14/17 18:00:00,109.710,16.523,0.941,,,,
3466,04/14/17 18:15:00,109.728,16.427,0.943,,,,
3467,04/14/17 18:30:00,109.708,16.427,0.941,,,,
3468,04/14/17 18:45:00,109.728,16.427,0.943,,,,
3469,04/14/17 19:00:00,109.724,16.237,0.942,,,,
3470,04/14/17 19:15:00,109.714,16.237,0.941,,,,
3471,04/14/17 19:30:00,109.734,16.237,0.943,,,,
3472,04/14/17 19:45:00,109.734,16.237,0.943,,,,
3473,04/14/17 20:00:00,109.732,16.141,0.942,,,,
3474,04/14/17 20:15:00,109.743,16.141,0.944,,,,
3475,04/14/17 20:30:00,109.751,16.046,0.944,,,,
3476,04/14/17 20:45:00,109.749,15.951,0.944,,,,
3477,04/14/17 21:00:00,109.738,15.951,0.943,,,,
3478,04/14/17 21:15:00,109.726,15.855,0.941,,,,
3479,04/14/17 21:30:00,109.705,15.855,0.939,,,,
3480,04/14/17 21:45:00,109.724,15.760,0.941,,,,
3481,04/14/17 22:00:00,109.734,15.760,0.942,,,,
3482,04/14/17 22:15:00,109.745,15.760,0.943,,,,
3483,04/14/17 22:30:00,109.755,15.760,0.944,,,,
3484,04/14/17 22:45:00,109.765,15.760,0.945,,,,
3485,04/14/17 23:00:00,109.775,15.760,0.946,,,,
3486,04/14/17 23:15:00,109.784,15.664,0.947,,,,
3487,04/14/17 23:30:00,109.794,15.664,0.948,,,,
3488,04/14/17 23:45:00,109.792,15.569,0.947,,,,
3489,04/15/17 00:00:00,109.792,15.569,0.947,,,,
3490,04/15/17 00:15:00,109.751,15.569,0.943,,,,
3491,04/15/17 00:30:00,109.761,15.569,0.944,,,,
3492,04/15/17 00:45:00,109.726,15.378,0.940,,,,
3493,04/15/17 01:00:00,109.726,15.378,0.940,,,,
3494,04/15/17 01:15:00,109.726,15.378,0.940,,,,
3495,04/15/17 01:30:00,109.701,15.187,0.937,,,,
3496,04/15/17 01:45:00,109.714,15.282,0.939,,,,
3497,04/15/17 02:00:00,109.703,15.282,0.938,,,,
3498,04/15/17 02:15:00,109.693,15.282,0.937,,,,
3499,04/15/17 02:30:00,109.683,15.282,0.936,,,,
3500,04/15/17 02:45:00,109.703,15.282,0.938,,,,
