"#","Date Time, GMT-07:00","Abs Pres, kPa","Temp, °C","Abs Pres Barom., kPa","Sensor Depth, meters","Coupler Detached","Coupler Attached","Host Connected","End Of File"
1928,03/31/18 12:45:00 PM,109.138,14.900,100.233,0.909,,,,
1929,03/31/18 01:00:00 PM,109.124,15.187,100.233,0.908,,,,
1930,03/31/18 01:15:00 PM,109.117,14.900,100.215,0.909,,,,
1931,03/31/18 01:30:00 PM,109.109,14.996,100.189,0.911,,,,
1932,03/31/18 01:45:00 PM,109.091,15.091,100.189,0.909,,,,
1933,03/31/18 02:00:00 PM,109.086,14.900,100.177,0.909,,,,
1934,03/31/18 02:15:00 PM,109.074,14.325,100.138,0.912,,,,
1935,03/31/18 02:30:00 PM,109.043,14.325,100.138,0.909,,,,
1936,03/31/18 02:45:00 PM,109.012,14.325,100.096,0.910,,,,
1937,03/31/18 03:00:00 PM,109.016,14.517,100.108,0.909,,,,
1938,03/31/18 03:15:00 PM,108.985,14.517,100.091,0.908,,,,
1939,03/31/18 03:30:00 PM,108.987,14.613,100.079,0.909,,,,
1940,03/31/18 03:45:00 PM,108.977,14.613,100.073,0.909,,,,
1941,03/31/18 04:00:00 PM,108.948,14.709,100.046,0.909,,,,
1942,03/31/18 04:15:00 PM,108.930,14.804,100.035,0.908,,,,
1943,03/31/18 04:30:00 PM,108.919,14.804,100.010,0.909,,,,
1944,03/31/18 04:45:00 PM,108.911,14.900,100.017,0.908,,,,
1945,03/31/18 05:00:00 PM,108.893,14.996,99.997,0.908,,,,
1946,03/31/18 05:15:00 PM,108.891,14.900,99.984,0.909,,,,
1947,03/31/18 05:30:00 PM,108.880,14.900,99.980,0.909,,,,
1948,03/31/18 05:45:00 PM,108.880,14.900,99.968,0.910,,,,
1949,03/31/18 06:00:00 PM,108.870,14.900,99.970,0.909,,,,
1950,03/31/18 06:15:00 PM,108.870,14.900,99.955,0.910,,,,
1951,03/31/18 06:30:00 PM,108.872,14.996,99.938,0.912,,,,
1952,03/31/18 06:45:00 PM,108.849,14.900,99.935,0.910,,,,
1953,03/31/18 07:00:00 PM,108.829,14.900,99.923,0.909,,,,
1954,03/31/18 07:15:00 PM,108.849,14.900,99.920,0.912,,,,
1955,03/31/18 07:30:00 PM,108.829,14.900,99.919,0.910,,,,
1956,03/31/18 07:45:00 PM,108.812,15.091,99.897,0.910,,,,
1957,03/31/18 08:00:00 PM,108.818,14.900,99.897,0.911,,,,
1958,03/31/18 08:15:00 PM,108.825,14.709,99.894,0.912,,,,
1959,03/31/18 08:30:00 PM,108.825,14.709,99.919,0.909,,,,
1960,03/31/18 08:45:00 PM,108.833,14.613,99.931,0.909,,,,
1961,03/31/18 09:00:00 PM,108.876,14.709,99.953,0.911,,,,
1962,03/31/18 09:15:00 PM,108.858,14.804,99.968,0.908,,,,
1963,03/31/18 09:30:00 PM,108.860,14.900,99.955,0.909,,,,
1964,03/31/18 09:45:00 PM,108.860,14.900,99.958,0.909,,,,
1965,03/31/18 10:00:00 PM,108.891,14.900,99.986,0.909,,,,
1966,03/31/18 10:15:00 PM,108.899,14.804,100.000,0.908,,,,
1967,03/31/18 10:30:00 PM,108.909,14.804,100.006,0.909,,,,
1968,03/31/18 10:45:00 PM,108.899,14.804,99.979,0.911,,,,
1969,03/31/18 11:00:00 PM,108.878,14.804,100.004,0.906,,,,
1970,03/31/18 11:15:00 PM,108.888,14.804,99.990,0.908,,,,
1971,03/31/18 11:30:00 PM,108.870,14.900,99.970,0.909,,,,
1972,03/31/18 11:45:00 PM,108.872,14.996,99.967,0.909,,,,
1973,04/01/18 12:00:00 AM,108.874,15.091,99.969,0.909,,,,
1974,04/01/18 12:15:00 AM,108.831,15.473,99.952,0.906,,,,
1975,04/01/18 12:30:00 AM,108.835,15.664,99.924,0.910,,,,
1976,04/01/18 12:45:00 AM,108.826,15.760,99.931,0.908,,,,
1977,04/01/18 01:00:00 AM,108.829,15.855,99.937,0.908,,,,
1978,04/01/18 01:15:00 AM,108.810,15.951,99.906,0.909,,,,
1979,04/01/18 01:30:00 AM,108.800,16.427,99.896,0.909,,,,
1980,04/01/18 01:45:00 AM,108.804,14.709,99.892,0.910,,,,
1981,04/01/18 02:00:00 AM,108.808,14.421,99.909,0.908,,,,
1982,04/01/18 02:15:00 AM,108.783,14.709,99.888,0.908,,,,
1983,04/01/18 02:30:00 AM,108.771,15.569,99.889,0.907,,,,
1984,04/01/18 02:45:00 AM,108.765,15.760,99.880,0.907,,,,
1985,04/01/18 03:00:00 AM,108.750,15.569,99.870,0.907,,,,
1986,04/01/18 03:15:00 AM,108.750,15.569,99.858,0.908,,,,
1987,04/01/18 03:30:00 AM,108.758,15.473,99.870,0.907,,,,
1988,04/01/18 03:45:00 AM,108.769,15.473,99.857,0.910,,,,
1989,04/01/18 04:00:00 AM,108.769,15.473,99.869,0.909,,,,
1990,04/01/18 04:15:00 AM,108.750,15.569,99.854,0.908,,,,
1991,04/01/18 04:30:00 AM,108.760,15.569,99.859,0.909,,,,
1992,04/01/18 04:45:00 AM,108.740,15.569,99.848,0.908,,,,
1993,04/01/18 05:00:00 AM,108.738,15.473,99.854,0.907,,,,
1994,04/01/18 05:15:00 AM,108.746,15.378,99.850,0.908,,,,
1995,04/01/18 05:30:00 AM,108.767,15.378,99.843,0.911,,,,
1996,04/01/18 05:45:00 AM,108.767,15.378,99.879,0.907,,,,
1997,04/01/18 06:00:00 AM,108.777,15.378,99.879,0.908,,,,
1998,04/01/18 06:15:00 AM,108.798,15.378,99.887,0.910,,,,
1999,04/01/18 06:30:00 AM,108.777,15.378,99.901,0.906,,,,
2000,04/01/18 06:45:00 AM,108.779,15.473,99.880,0.909,,,,
2001,04/01/18 07:00:00 AM,108.769,15.473,99.890,0.906,,,,
2002,04/01/18 07:15:00 AM,108.748,15.473,99.875,0.906,,,,
2003,04/01/18 07:30:00 AM,108.748,15.473,99.883,0.905,,,,
2004,04/01/18 07:45:00 AM,108.760,15.569,99.886,0.906,,,,
2005,04/01/18 08:00:00 AM,108.771,15.569,99.890,0.907,,,,
2006,04/01/18 08:15:00 AM,108.771,15.569,99.905,0.905,,,,
2007,04/01/18 08:30:00 AM,108.773,15.664,99.929,0.903,,,,
2008,04/01/18 08:45:00 AM,108.785,15.760,99.931,0.904,,,,
2009,04/01/18 09:00:00 AM,108.785,15.282,99.919,0.905,,,,
2010,04/01/18 09:15:00 AM,108.802,15.091,99.922,0.907,,,,
2011,04/01/18 09:30:00 AM,108.783,15.187,99.919,0.905,,,,
2012,04/01/18 09:45:00 AM,108.785,15.282,99.924,0.905,,,,
2013,04/01/18 10:00:00 AM,108.791,15.569,99.926,0.905,,,,
2014,04/01/18 10:15:00 AM,108.783,15.664,99.917,0.905,,,,
2015,04/01/18 10:30:00 AM,108.763,16.141,99.899,0.905,,,,
2016,04/01/18 10:45:00 AM,108.775,16.237,99.908,0.905,,,,
2017,04/01/18 11:00:00 AM,108.746,16.332,99.908,0.902,,,,
2018,04/01/18 11:15:00 AM,108.738,16.427,99.903,0.902,,,,
2019,04/01/18 11:30:00 AM,108.732,16.618,99.875,0.904,,,,
2020,04/01/18 11:45:00 AM,108.723,16.713,99.877,0.903,,,,
2021,04/01/18 12:00:00 PM,108.711,16.618,99.862,0.904,,,,
2022,04/01/18 12:15:00 PM,108.705,16.332,99.835,0.906,,,,
2023,04/01/18 12:30:00 PM,108.682,16.237,99.827,0.904,,,,
2024,04/01/18 12:45:00 PM,108.655,16.427,99.817,0.902,,,,
2025,04/01/18 01:00:00 PM,108.649,16.618,99.785,0.905,,,,
2026,04/01/18 01:15:00 PM,108.639,16.618,99.788,0.904,,,,
2027,04/01/18 01:30:00 PM,108.600,16.713,99.765,0.902,,,,
2028,04/01/18 01:45:00 PM,108.600,16.713,99.749,0.904,,,,
2029,04/01/18 02:00:00 PM,108.571,16.808,99.748,0.901,,,,
2030,04/01/18 02:15:00 PM,108.565,16.999,99.729,0.902,,,,
2031,04/01/18 02:30:00 PM,108.531,16.903,99.700,0.902,,,,
2032,04/01/18 02:45:00 PM,108.509,16.808,99.668,0.903,,,,
2033,04/01/18 03:00:00 PM,108.496,16.713,99.649,0.903,,,,
2034,04/01/18 03:15:00 PM,108.484,16.618,99.633,0.904,,,,
2035,04/01/18 03:30:00 PM,108.465,16.713,99.622,0.903,,,,
2036,04/01/18 03:45:00 PM,108.453,16.618,99.605,0.904,,,,
2037,04/01/18 04:00:00 PM,108.445,16.713,99.597,0.904,,,,
2038,04/01/18 04:15:00 PM,108.447,16.808,99.593,0.904,,,,
2039,04/01/18 04:30:00 PM,108.424,16.713,99.585,0.903,,,,
2040,04/01/18 04:45:00 PM,108.422,16.618,99.568,0.904,,,,
2041,04/01/18 05:00:00 PM,108.404,16.713,99.567,0.902,,,,
2042,04/01/18 05:15:00 PM,108.395,16.808,99.549,0.903,,,,
2043,04/01/18 05:30:00 PM,108.397,16.903,99.549,0.904,,,,
2044,04/01/18 05:45:00 PM,108.387,16.903,99.531,0.904,,,,
2045,04/01/18 06:00:00 PM,108.377,16.903,99.526,0.904,,,,
2046,04/01/18 06:15:00 PM,108.366,16.903,99.517,0.904,,,,
2047,04/01/18 06:30:00 PM,108.383,16.713,99.522,0.905,,,,
2048,04/01/18 06:45:00 PM,108.371,16.618,99.509,0.905,,,,
2049,04/01/18 07:00:00 PM,108.381,16.618,99.508,0.906,,,,
2050,04/01/18 07:15:00 PM,108.391,16.618,99.515,0.906,,,,
2051,04/01/18 07:30:00 PM,108.383,16.713,99.513,0.906,,,,
2052,04/01/18 07:45:00 PM,108.395,16.808,99.532,0.905,,,,
2053,04/01/18 08:00:00 PM,108.387,16.903,99.536,0.904,,,,
2054,04/01/18 08:15:00 PM,108.402,17.094,99.541,0.905,,,,
2055,04/01/18 08:30:00 PM,108.404,17.189,99.553,0.904,,,,
2056,04/01/18 08:45:00 PM,108.437,17.284,99.558,0.907,,,,
2057,04/01/18 09:00:00 PM,108.426,17.284,99.567,0.905,,,,
2058,04/01/18 09:15:00 PM,108.466,17.189,99.587,0.907,,,,
2059,04/01/18 09:30:00 PM,108.474,17.094,99.600,0.906,,,,
2060,04/01/18 09:45:00 PM,108.472,16.999,99.622,0.904,,,,
2061,04/01/18 10:00:00 PM,108.478,16.808,99.622,0.904,,,,
2062,04/01/18 10:15:00 PM,108.486,16.713,99.619,0.905,,,,
2063,04/01/18 10:30:00 PM,108.501,16.903,99.625,0.906,,,,
2064,04/01/18 10:45:00 PM,108.482,16.999,99.608,0.906,,,,
2065,04/01/18 11:00:00 PM,108.472,17.475,99.597,0.906,,,,
2066,04/01/18 11:15:00 PM,108.449,17.855,99.602,0.904,,,,
2067,04/01/18 11:30:00 PM,108.466,18.140,99.598,0.906,,,,
2068,04/01/18 11:45:00 PM,108.466,17.665,99.590,0.907,,,,
2069,04/02/18 12:00:00 AM,108.482,16.999,99.587,0.908,,,,
2070,04/02/18 12:15:00 AM,108.484,17.094,99.613,0.906,,,,
2071,04/02/18 12:30:00 AM,108.476,17.189,99.610,0.905,,,,
2072,04/02/18 12:45:00 AM,108.470,17.379,99.612,0.905,,,,
2073,04/02/18 01:00:00 AM,108.472,17.475,99.615,0.905,,,,
2074,04/02/18 01:15:00 AM,108.474,17.570,99.618,0.904,,,,
2075,04/02/18 01:30:00 AM,108.468,17.760,99.600,0.906,,,,
2076,04/02/18 01:45:00 AM,108.457,17.760,99.590,0.906,,,,
2077,04/02/18 02:00:00 AM,108.447,17.760,99.577,0.906,,,,
2078,04/02/18 02:15:00 AM,108.437,17.760,99.569,0.906,,,,
2079,04/02/18 02:30:00 AM,108.426,17.760,99.572,0.904,,,,
2080,04/02/18 02:45:00 AM,108.406,17.760,99.553,0.904,,,,
2081,04/02/18 03:00:00 AM,108.395,17.760,99.530,0.905,,,,
2082,04/02/18 03:15:00 AM,108.375,17.760,99.519,0.905,,,,
2083,04/02/18 03:30:00 AM,108.365,17.760,99.490,0.906,,,,
2084,04/02/18 03:45:00 AM,108.365,17.760,99.493,0.906,,,,
2085,04/02/18 04:00:00 AM,108.365,17.760,99.499,0.906,,,,
2086,04/02/18 04:15:00 AM,108.375,17.760,99.503,0.906,,,,
2087,04/02/18 04:30:00 AM,108.365,17.760,99.500,0.905,,,,
2088,04/02/18 04:45:00 AM,108.354,17.760,99.490,0.905,,,,
2089,04/02/18 05:00:00 AM,108.331,17.665,99.480,0.904,,,,
2090,04/02/18 05:15:00 AM,108.350,17.570,99.480,0.906,,,,
2091,04/02/18 05:30:00 AM,108.348,17.475,99.483,0.905,,,,
2092,04/02/18 05:45:00 AM,108.348,17.475,99.469,0.907,,,,
2093,04/02/18 06:00:00 AM,108.346,17.379,99.465,0.907,,,,
2094,04/02/18 06:15:00 AM,108.350,17.094,99.502,0.904,,,,
2095,04/02/18 06:30:00 AM,108.360,17.094,99.512,0.904,,,,
2096,04/02/18 06:45:00 AM,108.371,17.094,99.522,0.904,,,,
2097,04/02/18 07:00:00 AM,108.402,17.094,99.548,0.904,,,,
2098,04/02/18 07:15:00 AM,108.418,16.903,99.556,0.905,,,,
2099,04/02/18 07:30:00 AM,108.424,16.713,99.564,0.905,,,,
2100,04/02/18 07:45:00 AM,108.435,16.713,99.564,0.906,,,,
2101,04/02/18 08:00:00 AM,108.455,16.713,99.579,0.906,,,,
2102,04/02/18 08:15:00 AM,108.445,16.713,99.596,0.904,,,,
2103,04/02/18 08:30:00 AM,108.476,16.713,99.622,0.904,,,,
2104,04/02/18 08:45:00 AM,108.445,16.713,99.631,0.900,,,,
2105,04/02/18 09:00:00 AM,108.496,16.713,99.661,0.902,,,,
2106,04/02/18 09:15:00 AM,108.496,16.713,99.670,0.901,,,,
2107,04/02/18 09:30:00 AM,108.505,16.618,99.687,0.900,,,,
2108,04/02/18 09:45:00 AM,108.527,16.713,99.695,0.902,,,,
2109,04/02/18 10:00:00 AM,108.548,16.713,99.721,0.901,,,,
2110,04/02/18 10:15:00 AM,108.569,16.713,99.740,0.902,,,,
2111,04/02/18 10:30:00 AM,108.538,16.713,99.725,0.900,,,,
2112,04/02/18 10:45:00 AM,108.550,16.808,99.752,0.898,,,,
2113,04/02/18 11:00:00 AM,108.562,16.903,99.762,0.899,,,,
2114,04/02/18 11:15:00 AM,108.554,16.999,99.747,0.899,,,,
2115,04/02/18 11:30:00 AM,108.546,17.094,99.734,0.900,,,,
2116,04/02/18 11:45:00 AM,108.546,17.094,99.744,0.899,,,,
2117,04/02/18 12:00:00 PM,108.517,17.189,99.711,0.899,,,,
2118,04/02/18 12:15:00 PM,108.482,17.475,99.693,0.898,,,,
2119,04/02/18 12:30:00 PM,108.492,17.475,99.670,0.901,,,,
2120,04/02/18 12:45:00 PM,108.492,17.475,99.676,0.900,,,,
2121,04/02/18 01:00:00 PM,108.474,17.570,99.662,0.900,,,,
2122,04/02/18 01:15:00 PM,108.468,17.760,99.669,0.899,,,,
2123,04/02/18 01:30:00 PM,108.428,17.855,99.634,0.898,,,,
2124,04/02/18 01:45:00 PM,108.422,18.045,99.637,0.897,,,,
2125,04/02/18 02:00:00 PM,108.437,18.236,99.645,0.898,,,,
2126,04/02/18 02:15:00 PM,108.423,18.521,99.624,0.899,,,,
2127,04/02/18 02:30:00 PM,108.420,18.426,99.624,0.899,,,,
2128,04/02/18 02:45:00 PM,108.414,18.616,99.628,0.898,,,,
2129,04/02/18 03:00:00 PM,108.375,18.711,99.591,0.897,,,,
2130,04/02/18 03:15:00 PM,108.354,18.711,99.583,0.896,,,,
2131,04/02/18 03:30:00 PM,108.346,18.806,99.580,0.896,,,,
2132,04/02/18 03:45:00 PM,108.338,18.901,99.553,0.897,,,,
2133,04/02/18 04:00:00 PM,108.342,19.092,99.564,0.897,,,,
2134,04/02/18 04:15:00 PM,108.355,19.187,99.550,0.900,,,,
2135,04/02/18 04:30:00 PM,108.349,19.377,99.550,0.899,,,,
2136,04/02/18 04:45:00 PM,108.349,19.377,99.552,0.899,,,,
2137,04/02/18 05:00:00 PM,108.338,19.377,99.545,0.898,,,,
2138,04/02/18 05:15:00 PM,108.328,19.377,99.540,0.898,,,,
2139,04/02/18 05:30:00 PM,108.349,19.377,99.533,0.901,,,,
2140,04/02/18 05:45:00 PM,108.338,19.377,99.545,0.898,,,,
2141,04/02/18 06:00:00 PM,108.318,19.377,99.540,0.897,,,,
2142,04/02/18 06:15:00 PM,108.328,19.377,99.526,0.899,,,,
2143,04/02/18 06:30:00 PM,108.328,19.377,99.531,0.899,,,,
2144,04/02/18 06:45:00 PM,108.338,19.377,99.546,0.898,,,,
2145,04/02/18 07:00:00 PM,108.369,19.377,99.549,0.901,,,,
2146,04/02/18 07:15:00 PM,108.369,19.377,99.545,0.902,,,,
2147,04/02/18 07:30:00 PM,108.369,19.377,99.548,0.901,,,,
2148,04/02/18 07:45:00 PM,108.369,19.377,99.545,0.902,,,,
2149,04/02/18 08:00:00 PM,108.388,19.282,99.560,0.902,,,,
2150,04/02/18 08:15:00 PM,108.375,19.187,99.565,0.900,,,,
2151,04/02/18 08:30:00 PM,108.386,19.187,99.561,0.902,,,,
2152,04/02/18 08:45:00 PM,108.415,19.092,99.594,0.901,,,,
2153,04/02/18 09:00:00 PM,108.431,18.901,99.610,0.901,,,,
2154,04/02/18 09:15:00 PM,108.431,18.901,99.615,0.901,,,,
2155,04/02/18 09:30:00 PM,108.449,18.806,99.618,0.902,,,,
2156,04/02/18 09:45:00 PM,108.460,18.806,99.641,0.901,,,,
2157,04/02/18 10:00:00 PM,108.476,18.616,99.653,0.901,,,,
2158,04/02/18 10:15:00 PM,108.495,18.521,99.672,0.901,,,,
2159,04/02/18 10:30:00 PM,108.495,18.521,99.671,0.901,,,,
2160,04/02/18 10:45:00 PM,108.513,18.426,99.684,0.902,,,,
2161,04/02/18 11:00:00 PM,108.515,18.521,99.684,0.902,,,,
2162,04/02/18 11:15:00 PM,108.495,18.521,99.680,0.900,,,,
2163,04/02/18 11:30:00 PM,108.507,18.616,99.677,0.902,,,,
2164,04/02/18 11:45:00 PM,108.528,18.616,99.710,0.901,,,,
2165,04/03/18 12:00:00 AM,108.546,18.521,99.719,0.902,,,,
2166,04/03/18 12:15:00 AM,108.536,18.521,99.708,0.902,,,,
2167,04/03/18 12:30:00 AM,108.544,18.426,99.723,0.901,,,,
2168,04/03/18 12:45:00 AM,108.540,18.236,99.712,0.902,,,,
2169,04/03/18 01:00:00 AM,108.546,18.045,99.719,0.902,,,,
2170,04/03/18 01:15:00 AM,108.554,17.950,99.735,0.901,,,,
2171,04/03/18 01:30:00 AM,108.575,17.950,99.758,0.901,,,,
2172,04/03/18 01:45:00 AM,108.577,17.570,99.740,0.903,,,,
2173,04/03/18 02:00:00 AM,108.554,17.475,99.761,0.898,,,,
2174,04/03/18 02:15:00 AM,108.546,17.570,99.727,0.901,,,,
2175,04/03/18 02:30:00 AM,108.556,17.570,99.734,0.901,,,,
2176,04/03/18 02:45:00 AM,108.548,17.665,99.744,0.899,,,,
2177,04/03/18 03:00:00 AM,108.558,17.665,99.740,0.901,,,,
2178,04/03/18 03:15:00 AM,108.562,17.379,99.746,0.900,,,,
2179,04/03/18 03:30:00 AM,108.556,17.094,99.738,0.901,,,,
2180,04/03/18 03:45:00 AM,108.569,17.189,99.752,0.900,,,,
2181,04/03/18 04:00:00 AM,108.567,17.094,99.740,0.901,,,,
2182,04/03/18 04:15:00 AM,108.552,16.903,99.731,0.901,,,,
2183,04/03/18 04:30:00 AM,108.552,16.903,99.745,0.899,,,,
2184,04/03/18 04:45:00 AM,108.554,16.999,99.751,0.899,,,,
2185,04/03/18 05:00:00 AM,108.573,16.903,99.750,0.901,,,,
2186,04/03/18 05:15:00 AM,108.581,16.808,99.772,0.900,,,,
2187,04/03/18 05:30:00 AM,108.600,16.713,99.777,0.901,,,,
2188,04/03/18 05:45:00 AM,108.620,16.713,99.802,0.900,,,,
2189,04/03/18 06:00:00 AM,108.641,16.713,99.817,0.901,,,,
2190,04/03/18 06:15:00 AM,108.630,16.713,99.820,0.900,,,,
2191,04/03/18 06:30:00 AM,108.670,16.618,99.850,0.901,,,,
2192,04/03/18 06:45:00 AM,108.688,16.523,99.877,0.900,,,,
2193,04/03/18 07:00:00 AM,108.730,16.523,99.917,0.900,,,,
2194,04/03/18 07:15:00 AM,108.740,16.523,99.936,0.899,,,,
2195,04/03/18 07:30:00 AM,108.760,16.523,99.953,0.899,,,,
2196,04/03/18 07:45:00 AM,108.779,16.427,99.977,0.899,,,,
2197,04/03/18 08:00:00 AM,108.789,16.427,99.999,0.898,,,,
2198,04/03/18 08:15:00 AM,108.810,16.427,100.008,0.899,,,,
2199,04/03/18 08:30:00 AM,108.810,16.427,100.035,0.896,,,,
2200,04/03/18 08:45:00 AM,108.810,16.427,100.015,0.898,,,,
2201,04/03/18 09:00:00 AM,108.812,16.523,100.032,0.897,,,,
2202,04/03/18 09:15:00 AM,108.824,16.618,100.048,0.896,,,,
2203,04/03/18 09:30:00 AM,108.845,16.618,100.066,0.896,,,,
2204,04/03/18 09:45:00 AM,108.857,16.713,100.084,0.896,,,,
2205,04/03/18 10:00:00 AM,108.868,16.713,100.089,0.896,,,,
2206,04/03/18 10:15:00 AM,108.880,16.808,100.097,0.897,,,,
2207,04/03/18 10:30:00 AM,108.870,16.808,100.092,0.896,,,,
2208,04/03/18 10:45:00 AM,108.870,16.808,100.108,0.895,,,,
2209,04/03/18 11:00:00 AM,108.870,16.808,100.125,0.893,,,,
2210,04/03/18 11:15:00 AM,108.870,16.808,100.106,0.895,,,,
2211,04/03/18 11:30:00 AM,108.890,16.808,100.127,0.895,,,,
2212,04/03/18 11:45:00 AM,108.890,16.808,100.115,0.896,,,,
2213,04/03/18 12:00:00 PM,108.870,16.808,100.118,0.894,,,,
2214,04/03/18 12:15:00 PM,108.870,16.808,100.096,0.896,,,,
2215,04/03/18 12:30:00 PM,108.862,16.903,100.113,0.893,,,,
2216,04/03/18 12:45:00 PM,108.841,16.903,100.077,0.895,,,,
2217,04/03/18 01:00:00 PM,108.829,16.808,100.035,0.898,,,,
2218,04/03/18 01:15:00 PM,108.798,16.808,100.043,0.894,,,,
2219,04/03/18 01:30:00 PM,108.798,16.808,100.023,0.896,,,,
2220,04/03/18 01:45:00 PM,108.820,16.903,100.063,0.894,,,,
2221,04/03/18 02:00:00 PM,108.789,16.903,100.028,0.895,,,,
2222,04/03/18 02:15:00 PM,108.789,16.903,100.012,0.896,,,,
2223,04/03/18 02:30:00 PM,108.779,16.903,100.002,0.896,,,,
2224,04/03/18 02:45:00 PM,108.769,16.903,100.020,0.893,,,,
2225,04/03/18 03:00:00 PM,108.758,16.903,100.007,0.894,,,,
2226,04/03/18 03:15:00 PM,108.748,16.903,100.014,0.892,,,,
2227,04/03/18 03:30:00 PM,108.760,16.999,99.989,0.896,,,,
2228,04/03/18 03:45:00 PM,108.732,17.094,99.978,0.894,,,,
2229,04/03/18 04:00:00 PM,108.732,17.094,99.992,0.893,,,,
2230,04/03/18 04:15:00 PM,108.719,16.999,99.978,0.893,,,,
2231,04/03/18 04:30:00 PM,108.707,16.903,99.970,0.892,,,,
2232,04/03/18 04:45:00 PM,108.694,16.808,99.964,0.891,,,,
2233,04/03/18 05:00:00 PM,108.694,16.808,99.957,0.892,,,,
2234,04/03/18 05:15:00 PM,108.686,16.903,99.951,0.892,,,,
2235,04/03/18 05:30:00 PM,108.694,16.808,99.938,0.894,,,,
2236,04/03/18 05:45:00 PM,108.684,16.808,99.929,0.894,,,,
2237,04/03/18 06:00:00 PM,108.684,16.808,99.928,0.894,,,,
2238,04/03/18 06:15:00 PM,108.697,16.903,99.939,0.894,,,,
2239,04/03/18 06:30:00 PM,108.697,16.903,99.938,0.894,,,,
2240,04/03/18 06:45:00 PM,108.697,16.903,99.942,0.894,,,,
2241,04/03/18 07:00:00 PM,108.707,16.903,99.927,0.897,,,,
2242,04/03/18 07:15:00 PM,108.705,16.808,99.931,0.896,,,,
2243,04/03/18 07:30:00 PM,108.705,16.808,99.938,0.895,,,,
2244,04/03/18 07:45:00 PM,108.715,16.808,99.934,0.897,,,,
2245,04/03/18 08:00:00 PM,108.725,16.808,99.964,0.895,,,,
2246,04/03/18 08:15:00 PM,108.748,16.903,99.966,0.897,,,,
2247,04/03/18 08:30:00 PM,108.748,16.903,99.970,0.896,,,,
2248,04/03/18 08:45:00 PM,108.758,16.903,99.968,0.898,,,,
2249,04/03/18 09:00:00 PM,108.769,16.903,99.998,0.896,,,,
2250,04/03/18 09:15:00 PM,108.789,16.903,100.014,0.896,,,,
2251,04/03/18 09:30:00 PM,108.789,16.903,100.027,0.895,,,,
2252,04/03/18 09:45:00 PM,108.779,16.903,100.023,0.894,,,,
2253,04/03/18 10:00:00 PM,108.810,16.903,100.050,0.895,,,,
2254,04/03/18 10:15:00 PM,108.812,16.999,100.056,0.894,,,,
2255,04/03/18 10:30:00 PM,108.806,17.189,100.035,0.896,,,,
2256,04/03/18 10:45:00 PM,108.798,17.284,100.042,0.894,,,,
2257,04/03/18 11:00:00 PM,108.853,17.475,100.082,0.896,,,,
2258,04/03/18 11:15:00 PM,108.818,17.760,100.044,0.896,,,,
2259,04/03/18 11:30:00 PM,108.833,16.999,100.057,0.896,,,,
2260,04/03/18 11:45:00 PM,108.822,16.999,100.044,0.896,,,,
2261,04/04/18 12:00:00 AM,108.827,17.189,100.057,0.896,,,,
2262,04/04/18 12:15:00 AM,108.814,17.094,100.057,0.894,,,,
2263,04/04/18 12:30:00 AM,108.824,17.094,100.061,0.895,,,,
2264,04/04/18 12:45:00 AM,108.824,17.094,100.057,0.895,,,,
2265,04/04/18 01:00:00 AM,108.822,16.999,100.041,0.897,,,,
2266,04/04/18 01:15:00 AM,108.804,17.094,100.071,0.892,,,,
2267,04/04/18 01:30:00 AM,108.824,17.094,100.061,0.895,,,,
2268,04/04/18 01:45:00 AM,108.827,17.189,100.071,0.894,,,,
2269,04/04/18 02:00:00 AM,108.845,17.094,100.074,0.896,,,,
2270,04/04/18 02:15:00 AM,108.851,16.903,100.089,0.895,,,,
2271,04/04/18 02:30:00 AM,108.870,16.808,100.105,0.895,,,,
2272,04/04/18 02:45:00 AM,108.870,16.808,100.102,0.895,,,,
2273,04/04/18 03:00:00 AM,108.870,16.808,100.102,0.895,,,,
2274,04/04/18 03:15:00 AM,108.862,16.903,100.110,0.894,,,,
2275,04/04/18 03:30:00 AM,108.862,16.903,100.126,0.892,,,,
2276,04/04/18 03:45:00 AM,108.882,16.903,100.132,0.894,,,,
2277,04/04/18 04:00:00 AM,108.864,16.999,100.115,0.893,,,,
2278,04/04/18 04:15:00 AM,108.874,16.999,100.122,0.894,,,,
2279,04/04/18 04:30:00 AM,108.895,16.999,100.132,0.895,,,,
2280,04/04/18 04:45:00 AM,108.864,16.999,100.115,0.893,,,,
2281,04/04/18 05:00:00 AM,108.866,17.094,100.117,0.893,,,,
2282,04/04/18 05:15:00 AM,108.855,17.094,100.094,0.895,,,,
2283,04/04/18 05:30:00 AM,108.827,17.189,100.087,0.893,,,,
2284,04/04/18 05:45:00 AM,108.816,17.189,100.070,0.893,,,,
2285,04/04/18 06:00:00 AM,108.827,17.189,100.083,0.893,,,,
2286,04/04/18 06:15:00 AM,108.835,17.094,100.069,0.895,,,,
2287,04/04/18 06:30:00 AM,108.853,16.999,100.109,0.893,,,,
2288,04/04/18 06:45:00 AM,108.841,16.903,100.103,0.892,,,,
2289,04/04/18 07:00:00 AM,108.839,16.808,100.096,0.893,,,,
2290,04/04/18 07:15:00 AM,108.859,16.808,100.096,0.895,,,,
2291,04/04/18 07:30:00 AM,108.839,16.808,100.090,0.893,,,,
2292,04/04/18 07:45:00 AM,108.893,16.903,100.145,0.893,,,,
2293,04/04/18 08:00:00 AM,108.882,16.903,100.139,0.893,,,,
